,note_name,start_time,duration
0,Db4,0.078,0.922
1,Db4,0.299,0.7010000000000001
2,C4,1.361,0.639
3,C4,1.557,0.44300000000000006
4,C4,1.768,0.23199999999999998
5,Bb3,2.116,0.8839999999999999
6,C4,2.533,0.4670000000000001
7,C4,2.618,0.3820000000000001
8,B3,2.771,0.2290000000000001
9,Eb4,2.866,0.1339999999999999
10,Db4,3.049,0.9510000000000001
11,C4,3.151,0.8490000000000002
12,C4,3.306,0.694
13,Gb4,4.109,0.891
14,F4,4.368,0.6319999999999997
15,B4,4.616,0.38400000000000034
16,B4,4.757,0.24300000000000033
17,Db5,4.9879999999999995,0.012000000000000455
18,Db5,5.073,0.9269999999999996
19,F5,5.27,0.7300000000000004
20,Bb5,5.353,0.6470000000000002
21,Gb5,5.525,0.47499999999999964
22,F5,5.607,0.3929999999999998
23,F5,5.793,0.20699999999999985
24,F5,6.15,0.8499999999999996
25,F5,6.337,0.6630000000000003
26,E5,7.478,0.5220000000000002
27,E5,7.7379999999999995,0.26200000000000045
28,E5,7.966,0.03399999999999981
29,E5,8.367,0.6329999999999991
30,D5,8.483,0.5169999999999995
31,E5,8.703,0.2970000000000006
32,D5,8.878,0.12199999999999989
33,C5,9.768,0.23199999999999932
34,Bb4,10.309,0.6910000000000007
35,C5,10.486,0.5139999999999993
36,C5,10.572,0.4280000000000008
37,Db5,10.818999999999999,0.18100000000000094
38,C5,10.943,0.057000000000000384
39,C5,11.079,0.9209999999999994
40,Ab4,11.198,0.8019999999999996
41,G4,11.294,0.7059999999999995
42,D5,11.465,0.5350000000000001
43,G5,11.805,0.19500000000000028
44,Eb5,11.872,0.1280000000000001
45,D5,11.947,0.053000000000000824
