,note_name,start_time,duration
0,C4,0.361,0.639
1,C4,0.557,0.44299999999999995
2,C4,0.768,0.23199999999999998
3,C4,1.264,0.736
4,C4,1.501,0.4990000000000001
5,Db4,1.758,0.242
6,C4,1.866,0.1339999999999999
7,B3,2.15,0.8500000000000001
8,B3,2.337,0.6629999999999998
9,C4,3.018,0.9820000000000002
10,C4,3.297,0.7029999999999998
11,Db4,3.38,0.6200000000000001
12,E4,3.517,0.4830000000000001
13,Gb4,3.917,0.08300000000000018
14,E4,4.121,0.8789999999999996
15,C4,4.426,0.5739999999999998
16,Bb3,4.533,0.46699999999999964
17,Bb3,4.793,0.20699999999999985
18,C4,4.922,0.07800000000000029
19,C4,5.018,0.9820000000000002
20,C4,5.297,0.7030000000000003
21,B3,5.38,0.6200000000000001
22,C4,5.517,0.48299999999999965
23,B3,5.917,0.08300000000000018
24,C4,6.754,0.24600000000000044
25,Db4,6.848,0.15200000000000014
26,Bb3,7.018,0.9820000000000002
27,G3,7.078,0.9219999999999997
28,E3,7.228,0.7720000000000002
29,Eb3,7.352,0.6479999999999997
30,C3,7.426,0.5739999999999998
31,Bb2,7.486,0.5140000000000002
32,G2,7.533,0.46699999999999964
33,G2,7.605,0.3949999999999996
34,C3,7.773,0.2270000000000003
35,Bb2,7.8309999999999995,0.16900000000000048
36,C3,8.609,0.391
37,D3,8.824,0.17600000000000016
38,E3,9.284,0.7159999999999993
39,Gb3,9.349,0.6509999999999998
40,F3,9.415,0.5850000000000009
41,F3,9.547,0.4529999999999994
42,G3,9.651,0.3490000000000002
43,A3,9.796,0.20400000000000063
44,Bb3,9.905,0.09500000000000064
45,B3,10.367,0.6329999999999991
46,C4,10.483,0.5169999999999995
47,D4,10.703,0.2970000000000006
48,E4,10.878,0.12199999999999989
49,D4,11.02,0.9800000000000004
50,Gb4,11.139,0.8610000000000007
51,E4,11.266,0.734
52,C4,11.522,0.47799999999999976
53,E4,11.733,0.26699999999999946
