,note_name,start_time,duration
0,Eb4,0.116,0.181
1,E4,0.533,0.073
2,E4,0.618,0.141
3,A4,0.771,0.085
4,Ab4,0.866,0.084
5,Ab4,1.09,0.137
6,A4,1.232,0.224
7,G4,1.746,0.154
8,Bb4,2.357,0.076
9,C5,2.445,0.126
10,C5,2.616,0.07
11,C5,2.695,0.25500000000000017
12,Db5,2.971,-0.021000000000000088
13,D5,3.445,0.167
14,C6,3.646,0.176
15,D6,3.844,0.10600000000000014
16,Db6,4.031,0.064
17,C6,4.113,0.112
18,B5,4.241,0.068
19,A5,4.323,0.172
20,A5,4.542,0.172
21,G5,4.733,0.077
22,E5,4.827,0.12300000000000004
23,A5,5.065,0.064
24,Bb5,5.154,0.171
25,D6,5.337,0.31
26,D6,5.667,0.167
27,E6,5.875,0.075
28,B5,6.073,0.137
29,A5,6.389,0.26
30,G5,6.663,0.25
31,Db5,7.04,0.112
32,Gb4,7.197,0.115
33,Gb4,7.366,0.234
34,Ab4,8.357,0.076
35,B4,8.445,0.126
36,B4,8.616,0.07
37,D5,8.695,0.2549999999999997
38,F5,8.971,-0.021000000000000088
39,F5,9.191,0.241
40,Ab5,9.435,0.042
41,A5,9.483,0.038
42,Ab5,9.525,0.225
43,A5,9.773,0.145
44,C6,9.941,0.008999999999999272
45,G5,10.279,0.068
46,D5,10.358,0.121
47,E5,10.503,0.087
48,G5,10.602,0.158
49,E5,10.775,0.17499999999999966
50,Eb5,11.09,0.137
51,E5,11.232,0.224
52,D5,11.746,0.154
