,note_name,start_time,duration
0,C4,0.238,0.331
1,D4,1.008,0.074
2,E4,1.09,0.151
3,E4,1.264,0.091
4,G4,1.365,0.079
5,G4,1.492,0.09
6,E4,1.608,0.134
7,Eb4,2.049,0.086
8,C4,2.151,0.135
9,C4,2.306,0.272
10,C4,3.63,0.3200000000000001
11,A3,4.173,0.128
12,G3,4.315,0.32
13,Bb3,4.65,0.171
14,A3,4.842,0.042
15,C4,4.91,0.039999999999999855
16,C4,5.103,0.15
17,F4,5.273,0.109
18,Ab4,5.4,0.078
19,G4,5.487,0.184
20,Eb4,5.721,0.12
21,D4,5.855,0.09499999999999957
22,G4,5.991,-0.04099999999999966
23,Ab4,6.704,0.24600000000000027
24,F4,7.008,0.074
25,E4,7.09,0.151
26,G4,7.264,0.091
27,E4,7.365,0.079
28,E4,7.492,0.09
29,G4,7.608,0.134
30,F4,8.09,0.137
31,E4,8.232,0.224
32,D4,8.746,0.154
33,D4,9.121,0.293
34,A3,9.426,0.095
35,G3,9.533,0.247
36,G3,9.793,0.116
37,A3,9.922,0.0279999999999994
38,A3,10.129,0.15
39,A3,10.318,0.288
40,C4,11.014,0.189
41,G3,11.216,0.336
42,G3,11.565,0.137
43,G3,11.823,0.1269999999999996
44,Ab3,12.341,0.158
45,Bb3,12.516,0.225
46,C4,12.773,0.17700000000000032
47,Db4,13.357,0.076
48,E4,13.445,0.126
49,E4,13.616,0.07
50,E4,13.695,0.2549999999999997
51,Gb4,13.971,-0.021000000000000088
52,A4,14.121,0.293
53,C5,14.426,0.095
54,B4,14.533,0.247
55,B4,14.793,0.116
56,E5,14.922,0.0279999999999994
57,E5,15.754,0.073
58,Gb5,15.848,0.10199999999999924
59,F5,16.104,0.147
60,F5,16.264,0.184
61,F5,16.579,0.326
62,E5,17.219,0.198
63,Eb5,17.432,0.092
64,F5,17.538,0.117
65,Gb5,17.672,0.083
66,F5,17.764,0.147
67,Gb5,17.923000000000002,0.026999999999998178
68,F5,18.15,0.164
69,F5,18.337,0.219
70,G5,19.279,0.068
71,D5,19.358,0.121
72,C5,19.503,0.087
73,C5,19.602,0.158
74,E5,19.775,0.17500000000000143
75,D5,20.014,0.125
76,B4,20.211,0.085
77,G4,20.326,0.155
78,Ab4,21.868,0.08200000000000145
79,E4,22.148,0.066
80,F4,22.228,0.151
81,G4,22.398,0.057
82,F4,22.456,0.145
83,G4,22.618,0.169
84,Ab4,22.849,0.1009999999999998
85,Bb4,23.329,0.038
86,A4,23.375,0.039
87,B4,23.421,0.111
88,B4,23.536,0.126
