,note_name,start_time,duration
0,Eb4,0.073,0.171
1,C4,0.27,0.06
2,A3,0.353,0.159
3,Eb4,0.525,0.066
4,E4,0.607,0.173
5,G4,0.793,0.087
6,Ab4,1.779,0.1710000000000001
7,G4,2.072,0.057
8,C5,2.156,0.195
9,C5,2.374,0.091
10,F5,2.474,0.074
11,A5,2.573,0.161
12,G5,2.76,0.143
13,A5,2.936,0.014000000000000054
14,Ab5,3.055,0.181
15,Ab5,3.2720000000000002,0.161
16,Ab5,3.477,0.154
17,Ab5,3.693,0.155
18,Ab5,3.898,0.051999999999999866
19,G5,4.445,0.167
20,C6,4.646,0.176
21,G6,4.844,0.10599999999999969
22,F6,5.018,0.25
23,F6,5.297,0.073
24,Eb6,5.38,0.099
25,F6,5.517,0.169
26,Ab6,5.917,0.03300000000000018
27,G6,6.129,0.057
28,Gb6,6.197,0.152
29,E6,6.349,0.064
30,E6,6.423,0.238
31,E6,6.71,0.24000000000000005
32,Eb6,7.779,0.1710000000000001
33,Db6,8.036,0.174
34,Db6,8.255,0.164
35,B5,8.443,0.195
36,B5,8.668,0.242
37,Ab5,8.913,0.03699999999999974
38,Ab5,9.309,0.172
39,A5,9.486,0.079
40,A5,9.572,0.193
41,B5,9.818999999999999,0.116
42,A5,9.943,0.007000000000000381
43,A5,10.609,0.168
44,C6,10.824,0.081
45,A5,11.052,0.051
46,B5,11.108,0.068
47,C6,11.189,0.315
48,Bb5,11.527,0.039
49,Ab5,11.57,0.047
50,Ab5,11.629,0.053
51,A5,11.697,0.095
52,Gb5,11.802,0.056
53,E5,11.882,0.06800000000000032
