,note_name,start_time,duration
0,Eb4,0.357,0.076
1,E4,0.445,0.126
2,G4,0.616,0.07
3,G4,0.695,0.25500000000000006
4,Bb4,0.971,-0.020999999999999977
5,Db5,1.259,0.154
6,Eb4,1.518,0.135
7,G3,1.671,0.27899999999999997
8,G3,2.008,0.118
9,F3,2.216,0.064
10,G3,2.286,0.137
11,B3,2.434,0.212
12,D4,2.703,0.214
13,E4,2.9379999999999997,0.012000000000000274
14,F4,3.678,0.2720000000000001
15,F4,4.129,0.057
16,Gb4,4.197,0.152
17,F4,4.349,0.064
18,F4,4.423,0.238
19,F4,4.71,0.24000000000000005
20,Gb4,5.073,0.171
21,A4,5.27,0.06
22,E5,5.353,0.159
23,B4,5.525,0.066
24,C5,5.607,0.173
25,F5,5.793,0.087
26,Gb5,6.868,0.08199999999999967
27,E5,7.129,0.057
28,Gb5,7.197,0.152
29,E5,7.349,0.064
30,E5,7.423,0.238
31,E5,7.71,0.24000000000000005
32,C5,8.074,0.043
33,D5,8.132,0.124
34,Db5,8.271,0.09
35,Db5,8.38,0.145
36,C5,8.543,0.138
37,C5,8.777,0.17300000000000076
38,Ab4,8.995,-0.04499999999999922
39,D4,9.186,0.052
40,Db4,9.268,0.169
41,Eb4,9.483,0.169
42,Eb4,9.672,0.171
43,F4,9.862,0.0879999999999999
44,Gb4,10.077,0.072
45,G4,10.174,0.154
46,G4,10.337,0.059
47,G4,10.41,0.251
48,Ab4,11.704,0.24599999999999939
49,Bb4,12.109,0.221
50,G4,12.368,0.147
51,Gb4,12.616,0.074
52,Gb4,12.757,0.158
53,Gb4,12.988,-0.03799999999999955
54,Gb4,13.031,0.064
55,E4,13.113,0.112
56,Db4,13.241,0.068
57,C4,13.323,0.172
58,C4,13.542,0.172
59,A3,13.733,0.077
60,A3,13.827,0.12300000000000004
61,Eb3,14.112,0.099
62,E3,14.214,0.115
63,G3,14.341,0.339
64,D3,14.688,0.177
65,A2,14.876,0.026
66,E2,14.947,0.0030000000000008215
67,F2,15.112,0.243
68,Gb2,15.368,0.324
69,G2,15.841,0.1090000000000007
70,Gb2,16.049,0.086
71,F2,16.151,0.135
72,F2,16.306,0.272
73,F2,17.478,0.234
74,F2,17.738,0.201
75,F2,17.966,-0.016000000000001083
76,E2,18.264,0.107
77,E2,18.501,0.229
78,Eb2,18.758,0.076
79,E2,18.866,0.08400000000000034
80,F2,19.609,0.168
81,G2,19.824,0.081
82,Ab2,20.116,0.181
83,G2,20.533,0.073
84,B2,20.618,0.141
85,E3,20.771,0.085
86,Ab3,20.866,0.08400000000000034
87,C4,21.072,0.057
88,C4,21.156,0.195
89,A3,21.374,0.091
90,E3,21.474,0.074
91,D3,21.573,0.161
92,F3,21.76,0.143
93,G3,21.936,0.014000000000000054
94,Gb3,22.121,0.095
95,G3,22.311,0.434
96,Gb3,22.767,0.134
97,F3,23.779,0.1710000000000001
