,note_name,start_time,duration
0,C4,0.264,0.107
1,C4,0.501,0.229
2,Db4,0.758,0.076
3,C4,0.866,0.084
4,B3,1.129,0.15
5,B3,1.318,0.288
6,C4,2.4779999999999998,0.234
7,C4,2.738,0.201
8,C4,2.966,-0.016000000000000195
9,D4,3.186,0.052
10,Bb3,3.268,0.169
11,Bb3,3.483,0.169
12,Db4,3.672,0.171
13,E4,3.862,0.0879999999999999
14,Gb4,4.038,0.065
15,F4,4.117,0.068
16,A4,4.204,0.27
17,Gb4,4.49,0.193
18,A4,4.723,0.128
19,C5,5.233,0.176
20,Eb5,5.427,0.184
21,Eb5,5.63,0.293
22,B5,5.934,0.015999999999999834
23,Ab5,6.031,0.064
24,G5,6.113,0.112
25,Gb5,6.241,0.068
26,E5,6.323,0.172
27,E5,6.542,0.172
28,D5,6.733,0.077
29,D5,6.827,0.12300000000000004
30,D5,7.609,0.168
31,E5,7.824,0.081
32,D5,8.026,0.191
33,Eb5,8.258,0.108
34,Ab5,8.49,0.145
35,B5,8.664,0.143
36,E5,8.827,0.12300000000000004
37,E5,9.014,0.189
38,F5,9.216,0.336
39,F5,9.565,0.137
40,C5,9.823,0.1269999999999996
41,Db5,10.077,0.072
42,C5,10.174,0.154
43,E5,10.337,0.059
44,E5,10.41,0.251
45,G5,11.034,0.06
46,G5,11.098,0.294
