,note_name,start_time,duration
0,B3,0.367,0.1
1,C4,0.483,0.138
2,D4,0.703,0.15
3,E4,0.878,0.072
4,Eb4,1.018,0.056
5,E4,1.078,0.148
6,E4,1.228,0.103
7,Gb4,1.3519999999999999,0.074
8,E4,1.426,0.057
9,Eb4,1.486,0.047
10,C4,1.533,0.053
11,E4,1.605,0.158
12,E4,1.7730000000000001,0.039
13,Ab4,1.831,0.11900000000000004
14,Ab4,2.038,0.065
15,G4,2.117,0.068
16,G4,2.204,0.27
17,Db4,2.49,0.193
18,E3,2.723,0.128
19,C3,3.003,0.154
20,C3,3.167,0.098
21,Ab2,3.521,0.181
22,G2,3.729,0.146
23,Gb2,3.9210000000000003,0.028999999999999734
24,F2,4.754,0.073
25,Gb2,4.848,0.10200000000000013
26,F2,5.171,0.319
27,B2,5.505,0.13
28,G3,5.655,0.083
29,Gb3,5.798,0.116
30,G3,5.921,0.028999999999999734
31,C4,6.062,0.16
32,C4,6.243,0.328
33,Db4,6.589,0.158
34,F4,6.824,0.12600000000000017
35,F4,7.073,0.137
36,F4,7.389,0.26
37,E4,7.663,0.25
38,G4,8.307,0.158
39,A4,8.484,0.243
40,C5,8.747,0.20300000000000012
41,C5,9.034,0.06
42,C5,9.098,0.294
43,C5,10.384,0.5659999999999996
44,A4,11.186,0.052
45,F4,11.268,0.169
46,Ab4,11.483,0.169
47,F4,11.672,0.171
48,G4,11.862,0.0879999999999999
49,F4,12.129,0.15
50,F4,12.318,0.288
51,E4,13.191,0.241
52,Eb4,13.435,0.042
53,E4,13.483,0.038
54,Gb4,13.525,0.225
55,G4,13.773,0.145
56,G4,13.941,0.008999999999999272
57,G4,14.768,0.18199999999999933
58,G4,15.173,0.128
59,A4,15.315,0.32
60,A4,15.65,0.171
61,C5,15.842,0.042
62,E5,15.91,0.039999999999999855
63,F5,16.191,0.241
64,Gb5,16.435,0.042
65,F5,16.483,0.038
66,Ab5,16.525,0.225
67,A5,16.773,0.145
68,A5,16.941,0.009000000000001049
69,G5,17.121,0.293
70,F5,17.426,0.095
71,Bb5,17.533,0.247
72,Bb5,17.793,0.116
73,F5,17.922,0.0279999999999994
74,G5,18.191,0.241
75,Bb5,18.435,0.042
76,C6,18.483,0.038
77,Eb6,18.525,0.225
78,E6,18.773,0.145
79,G6,18.941,0.009000000000001049
80,E6,19.014,0.125
81,C6,19.211,0.085
82,G5,19.326,0.155
83,Bb5,20.62,0.049
84,B5,20.676,0.165
85,C6,20.853,0.09699999999999846
86,D6,21.052,0.051
87,C6,21.108,0.068
88,D6,21.189,0.315
89,Db6,21.527,0.039
90,B5,21.57,0.047
91,Ab5,21.629,0.053
92,G5,21.697,0.095
93,G5,21.802,0.056
94,E5,21.882,0.06799999999999855
95,A5,22.286,0.082
96,G5,22.378,0.15
97,G5,22.54,0.059
98,A5,22.635,0.113
99,G5,22.76,0.134
100,Gb5,23.286,0.082
101,G5,23.378,0.15
102,G5,23.54,0.059
103,C6,23.635,0.113
104,B5,23.76,0.134
