,note_name,start_time,duration
0,Eb4,0.04,0.112
1,Ab3,0.197,0.115
2,Db3,0.366,0.234
3,Db3,1.038,0.065
4,C3,1.117,0.068
5,E3,1.204,0.27
6,Ab2,1.49,0.193
7,G2,1.7229999999999999,0.128
8,G2,2.008,0.118
9,A2,2.216,0.064
10,G2,2.286,0.137
11,B2,2.434,0.212
12,A2,2.703,0.214
13,C3,2.9379999999999997,0.012000000000000274
14,B2,3.678,0.2720000000000001
15,B2,4.018,0.056
16,A2,4.078,0.148
17,A2,4.228,0.103
18,Ab2,4.352,0.074
19,C3,4.426,0.057
20,Eb3,4.486,0.047
21,C3,4.533,0.053
22,A2,4.605,0.158
23,C3,4.773,0.039
24,Ab2,4.8309999999999995,0.11900000000000048
25,Db2,5.038,0.065
26,C2,5.117,0.068
27,A1,5.204,0.27
28,Ab1,5.49,0.193
29,A1,5.723,0.128
30,Ab1,6.003,0.212
31,Ab1,7.251,0.169
32,Bb1,7.427,0.132
33,C2,7.602,0.16
34,F2,7.867,0.083
35,G2,8.092,0.164
36,A2,8.318,0.135
37,A2,8.499,0.145
38,A2,9.103,0.15
39,C3,9.273,0.109
40,B2,9.4,0.078
41,Bb2,9.487,0.184
42,Db3,9.721,0.12
43,D3,9.855,0.09499999999999957
44,Bb2,9.991,-0.04099999999999966
45,Db3,10.077,0.072
46,C3,10.174,0.154
47,C3,10.337,0.059
48,E3,10.41,0.251
49,G3,11.064,0.053
50,A3,11.154,0.073
51,B3,11.229,0.102
52,B3,11.583,0.3669999999999998
53,C4,12.062,0.16
54,G4,12.243,0.328
55,Gb4,12.589,0.158
56,A4,12.824,0.12600000000000017
57,G4,13.12,0.07
58,Eb4,13.197,0.048
59,C4,13.255,0.051
60,C4,13.341,0.124
61,Db4,13.543,0.203
62,G4,13.763,0.061
63,Eb5,13.836,0.022
64,E5,13.871,0.047
65,A4,13.928,0.021999999999999173
66,C4,14.026,0.191
67,Ab3,14.258,0.108
68,Bb3,14.49,0.145
69,G3,14.664,0.143
70,B3,14.827,0.12300000000000004
71,Bb3,15.078,0.201
72,Bb3,15.299,0.249
73,G3,16.008,0.074
74,A3,16.09,0.151
75,A3,16.264,0.091
76,A3,16.365,0.079
77,C4,16.492,0.09
78,A3,16.608,0.134
79,Ab3,17.057,0.186
80,F3,17.257,0.155
81,Gb3,17.441,0.276
82,G3,18.233,0.176
83,Ab3,18.427,0.184
84,Gb4,18.63,0.293
85,Ab4,18.934,0.015999999999998946
86,Db5,19.116,0.181
87,C5,19.533,0.073
88,C5,19.618,0.141
89,D5,19.771,0.085
90,Gb5,19.866,0.08400000000000034
91,F5,20.057,0.186
92,G5,20.257,0.155
93,F5,20.441,0.276
94,E5,21.121,0.293
95,F5,21.426,0.095
96,G5,21.533,0.247
97,G5,21.793,0.116
98,F5,21.922,0.0279999999999994
99,G5,22.008,0.118
100,F5,22.216,0.064
101,E5,22.286,0.137
102,A5,22.434,0.212
103,B5,22.703,0.214
104,E6,22.938,0.012000000000001163
105,F6,23.078,0.201
106,F6,23.299,0.249
