,note_name,start_time,duration
0,G3,0.103,0.15
1,C4,0.273,0.109
2,Ab3,0.4,0.078
3,B3,0.487,0.184
4,Bb3,0.721,0.12
5,B3,0.855,0.09500000000000001
6,D4,0.991,-0.040999999999999995
7,C4,1.029,0.133
8,Ab3,1.177,0.091
9,G3,1.285,0.137
10,Ab3,1.436,0.059
11,G3,1.514,0.243
12,Gb3,1.766,0.184
13,D3,2.186,0.052
14,Ab2,2.268,0.169
15,Bb2,2.483,0.169
16,Db3,2.672,0.171
17,G2,2.862,0.0879999999999999
18,G2,3.104,0.147
19,G2,3.2640000000000002,0.184
20,G2,3.5789999999999997,0.326
21,Bb2,4.121,0.293
22,F2,4.426,0.095
23,E2,4.533,0.247
24,G2,4.793,0.116
25,A2,4.922,0.02800000000000029
26,B2,5.121,0.095
27,C3,5.311,0.434
28,Db3,5.767,0.134
29,B2,6.122,0.139
30,C3,6.283,0.27
31,C3,7.478,0.234
32,C3,7.7379999999999995,0.201
33,C3,7.966,-0.016000000000000195
34,Bb2,8.057,0.186
35,G2,8.257,0.155
36,Ab2,8.441,0.276
37,B2,9.038,0.065
38,C3,9.117,0.068
39,C3,9.204,0.27
40,Eb2,9.49,0.193
41,F2,9.723,0.128
42,Gb2,10.078,0.201
43,Gb2,10.299,0.249
44,Eb2,11.171,0.073
45,D2,11.263,0.13
46,F2,11.408,0.185
47,G2,11.656,0.091
48,Bb2,11.757,0.138
49,D3,11.908,0.04200000000000052
50,B2,11.996,-0.04600000000000044
