,note_name,start_time,duration
0,F4,0.286,0.082
1,G4,0.378,0.15
2,G4,0.54,0.059
3,D5,0.635,0.113
4,C5,0.76,0.134
5,G4,1.279,0.068
6,B4,1.358,0.121
7,C5,1.5030000000000001,0.087
8,C5,1.6019999999999999,0.158
9,G4,1.775,0.1750000000000001
10,Gb4,2.09,0.137
11,F4,2.232,0.224
12,E4,2.746,0.154
13,E4,3.3609999999999998,0.184
14,E4,3.557,0.15
15,E4,3.768,0.18200000000000022
16,E4,4.367,0.1
17,F4,4.483,0.138
18,E4,4.703,0.15
19,F4,4.878,0.07199999999999988
20,E4,5.15,0.164
21,E4,5.337,0.219
22,E4,6.384,0.5659999999999996
23,F4,7.186,0.052
24,Eb4,7.268,0.169
25,Eb4,7.483,0.169
26,Gb4,7.672,0.171
27,C4,7.862,0.0879999999999999
28,Bb3,8.057,0.186
29,G3,8.257,0.155
30,F3,8.441,0.276
31,Eb3,9.04,0.112
32,B2,9.197,0.115
33,Ab2,9.366,0.234
34,B2,10.286,0.082
35,E3,10.378,0.15
36,E3,10.54,0.059
37,F3,10.635,0.113
38,G3,10.76,0.134
39,A3,11.445,0.167
40,G4,11.646,0.176
41,Gb4,11.844,0.10600000000000058
