,note_name,start_time,duration
0,D4,0.609,0.168
1,E4,0.824,0.081
2,G4,1.171,0.319
3,Bb4,1.505,0.13
4,F5,1.655,0.083
5,Gb5,1.798,0.116
6,A5,1.921,0.028999999999999956
7,G5,2.014,0.125
8,E5,2.211,0.085
9,E5,2.326,0.155
10,Eb5,3.329,0.038
11,D5,3.375,0.039
12,E5,3.421,0.111
13,E5,3.536,0.126
14,F5,4.004,0.243
15,Ab5,5.171,0.073
16,A5,5.263,0.13
17,Eb6,5.408,0.185
18,F6,5.656,0.091
19,Ab6,5.757,0.138
20,F6,5.908,0.041999999999999635
21,F6,5.996,-0.04600000000000044
22,G6,6.02,0.113
23,F6,6.139,0.096
24,F6,6.266,0.202
25,D6,6.522,0.122
26,B5,6.733,0.21700000000000036
27,C6,7.065,0.064
28,B5,7.154,0.171
29,D6,7.337,0.31
30,F6,7.667,0.167
31,F6,7.875,0.075
32,Eb6,8.112,0.099
33,D6,8.214,0.115
34,G5,8.341,0.339
35,Gb5,8.688,0.177
36,E5,8.876,0.026
37,G5,8.947,0.0030000000000008215
38,G5,9.609,0.168
39,A5,9.824,0.081
40,A5,10.079,0.105
41,Bb5,10.198,0.087
42,C6,10.294,0.158
43,E6,10.465,0.324
44,C6,10.805,0.061
45,Gb6,10.872,0.068
46,G6,10.947,0.0030000000000008215
47,Ab6,11.115,0.07
48,G6,11.201,0.182
49,G6,11.444,0.164
50,F6,11.634,0.264
