,note_name,start_time,duration
0,B3,0.122,0.139
1,C4,0.283,0.27
2,Db4,1.779,0.1710000000000001
3,Eb3,2.259,0.154
4,Eb2,2.518,0.135
5,E2,2.6710000000000003,0.27899999999999975
6,Eb2,3.049,0.086
7,C2,3.151,0.135
8,C2,3.306,0.272
9,C2,4.148,0.066
10,D2,4.228,0.151
11,C2,4.398,0.057
12,D2,4.456,0.145
13,C2,4.618,0.169
14,B1,4.849,0.1009999999999998
15,C2,5.233,0.176
16,Ab2,5.427,0.184
17,Db3,5.63,0.293
18,Eb3,5.934,0.015999999999999834
19,Bb2,6.038,0.065
20,C3,6.117,0.068
21,E3,6.204,0.27
22,Db4,6.49,0.193
23,E3,6.723,0.128
24,F3,7.129,0.15
25,F3,7.318,0.288
26,G3,8.384,0.5659999999999996
27,F3,9.264,0.107
28,F3,9.501,0.229
29,Gb3,9.758,0.076
30,F3,9.866,0.08400000000000034
31,E3,10.065,0.064
32,F3,10.154,0.171
33,A3,10.337,0.31
34,B3,10.667,0.167
35,A3,10.875,0.075
36,D4,11.12,0.07
37,Bb4,11.197,0.048
38,D5,11.255,0.051
39,B4,11.341,0.124
40,Bb4,11.543,0.203
41,D5,11.763,0.061
42,Bb4,11.836,0.022
43,G4,11.871,0.047
44,Gb4,11.928,0.021999999999999173
45,Ab4,12.62,0.049
46,G4,12.676,0.165
47,A4,12.853,0.09700000000000024
48,Gb4,13.035,0.35
49,Gb4,13.408,0.077
50,G4,13.497,0.061
51,E4,13.568,0.055
52,Gb4,13.671,0.191
53,Gb4,13.882,0.06800000000000032
54,E4,13.995,-0.04499999999999922
55,D4,14.008,0.074
56,E4,14.09,0.151
57,G4,14.264,0.091
58,E4,14.365,0.079
59,E4,14.492,0.09
60,G4,14.608,0.134
61,Ab4,15.057,0.186
62,G4,15.257,0.155
63,Gb4,15.441,0.276
64,F4,16.092,0.164
65,G4,16.318,0.135
66,E4,16.499,0.145
67,Eb4,17.704,0.24599999999999939
68,Gb4,18.259,0.154
69,Eb4,18.518,0.135
70,C4,18.671,0.27900000000000064
71,Bb3,19.073,0.171
72,G3,19.27,0.06
73,D3,19.353,0.159
74,Bb2,19.525,0.066
75,C3,19.607,0.173
76,G2,19.793,0.087
77,G2,20.004,0.243
78,E3,21.445,0.167
79,F3,21.646,0.176
80,Bb3,21.844,0.1059999999999988
81,Bb3,22.09,0.137
82,A3,22.232,0.224
83,G3,22.746,0.154
84,Bb3,23.077,0.072
85,B3,23.174,0.154
86,D4,23.337,0.059
87,D4,23.41,0.251
