,note_name,start_time,duration
0,Db4,0.341,0.659
1,Eb4,0.516,0.484
2,E4,0.773,0.22699999999999998
3,F4,1.008,0.992
4,G4,1.09,0.9099999999999999
5,E4,1.264,0.736
6,E4,1.365,0.635
7,E4,1.492,0.508
8,G4,1.608,0.3919999999999999
9,Gb4,2.057,0.9430000000000001
10,E4,2.257,0.7429999999999999
11,Db4,2.441,0.5590000000000002
12,Db4,3.04,0.96
13,Eb4,3.197,0.8029999999999999
14,Eb4,3.366,0.6339999999999999
15,F4,4.63,0.3700000000000001
16,F4,5.191,0.8090000000000002
17,Ab4,5.435,0.5650000000000004
18,A4,5.483,0.5170000000000003
19,B4,5.525,0.47499999999999964
20,C5,5.773,0.2270000000000003
21,C5,5.941,0.05900000000000016
22,C5,6.104,0.8959999999999999
23,C5,6.264,0.7359999999999998
24,C5,6.579,0.42100000000000026
25,Db5,7.341,0.6589999999999998
26,Eb5,7.516,0.484
27,E5,7.773,0.2270000000000003
28,Ab5,8.116,0.8840000000000003
29,B5,8.533,0.4670000000000005
30,D6,8.618,0.3819999999999997
31,Gb6,8.771,0.2289999999999992
32,Ab6,8.866,0.13400000000000034
33,B6,9.121,0.8789999999999996
34,A6,9.311,0.6890000000000001
35,Ab6,9.767,0.23300000000000054
36,Ab6,10.341,0.6590000000000007
37,Ab6,10.516,0.484
38,G6,10.773,0.2270000000000003
39,B6,11.173,0.827
40,A6,11.315,0.6850000000000005
41,A6,11.65,0.34999999999999964
42,B6,11.842,0.15799999999999947
43,B6,11.91,0.08999999999999986
