,note_name,start_time,duration
0,Bb4,0.018000000000000002,0.25
1,Bb4,0.297,0.073
2,Ab4,0.38,0.099
3,F4,0.517,0.16899999999999998
4,Gb4,0.917,0.08299999999999996
5,A4,1.186,0.052000000000000005
6,Gb4,1.268,0.16899999999999998
7,Gb4,1.483,0.16899999999999998
8,Gb4,1.6720000000000002,0.171
9,D4,1.8619999999999999,0.13800000000000012
10,Eb4,2.15,0.16399999999999998
11,Eb4,2.3369999999999997,0.21899999999999997
12,Bb3,3.0860000000000003,0.083
13,Gb3,3.18,0.11800000000000001
14,F3,3.326,0.21899999999999997
15,D3,3.5610000000000004,0.086
16,F3,3.663,0.152
17,Ab3,3.822,0.08199999999999999
18,E3,3.9219999999999997,0.07800000000000029
19,E3,4.125,0.155
20,E3,4.29,0.71
21,Eb3,5.754,0.073
22,E3,5.848,0.15200000000000014
23,F3,6.029,0.133
24,Ab3,6.1770000000000005,0.091
25,Bb3,6.285,0.13699999999999998
26,Gb3,6.436,0.059000000000000004
27,D3,6.513999999999999,0.243
28,E3,6.766,0.217
29,C3,7.0729999999999995,0.13699999999999998
30,C3,7.388999999999999,0.26
31,Bb2,7.662999999999999,0.25
32,B2,8.055,0.18100000000000002
33,B2,8.272,0.161
34,B2,8.477,0.154
35,B2,8.693,0.155
36,B2,8.898,0.10200000000000031
37,C3,9.307,0.158
38,D3,9.484,0.243
39,E3,9.747,0.2530000000000001
40,F3,10.017999999999999,0.25
41,F3,10.297,0.073
42,Gb3,10.38,0.099
43,F3,10.517000000000001,0.16899999999999998
44,Ab3,10.917,0.08300000000000018
45,Bb3,11.63,0.3699999999999992
