,note_name,start_time,duration
0,C4,0.478,0.234
1,C4,0.738,0.201
2,C4,0.966,-0.015999999999999973
3,Db4,1.109,0.221
4,G4,1.3679999999999999,0.147
5,Gb4,1.616,0.074
6,Gb4,1.7570000000000001,0.158
7,Ab4,1.988,-0.03799999999999999
8,G4,2.064,0.053
9,A4,2.154,0.073
10,C5,2.229,0.102
11,C5,2.583,0.3669999999999998
12,Bb4,3.112,0.099
13,C5,3.214,0.115
14,G4,3.341,0.339
15,A4,3.6879999999999997,0.177
16,A4,3.876,0.026
17,G4,3.947,0.0029999999999999333
18,Ab4,4.121,0.095
19,A4,4.311,0.434
20,Gb4,4.767,0.134
21,F4,5.129,0.057
22,Eb4,5.197,0.152
23,F4,5.349,0.064
24,F4,5.423,0.238
25,F4,5.71,0.24000000000000005
26,E4,6.63,0.3200000000000001
27,F4,7.052,0.051
28,E4,7.108,0.068
29,F4,7.189,0.315
30,Gb4,7.527,0.039
31,Ab4,7.57,0.047
32,Gb4,7.629,0.053
33,F4,7.697,0.095
34,F4,7.802,0.056
35,D4,7.882,0.06800000000000032
36,Db4,8.031,0.064
37,D4,8.113,0.112
38,Db4,8.241,0.068
39,B3,8.323,0.172
40,B3,8.542,0.172
41,A3,8.733,0.077
42,A3,8.827,0.12300000000000004
43,C4,9.003,0.154
44,A3,9.167,0.098
45,Ab3,9.521,0.181
46,A3,9.729,0.146
47,B3,9.921,0.029000000000000623
48,A3,10.074,0.043
49,G3,10.132,0.124
50,Eb3,10.271,0.09
51,Db3,10.38,0.145
52,B2,10.543,0.138
53,B2,10.777,0.17300000000000076
54,Ab2,10.995,-0.04499999999999922
55,Ab2,11.078,0.201
56,Ab2,11.299,0.249
