,note_name,start_time,duration
0,C4,0.103,0.15
1,C4,0.273,0.109
2,Db4,0.4,0.078
3,D4,0.487,0.184
4,Gb4,0.721,0.12
5,F4,0.855,0.09500000000000001
6,F4,0.991,-0.040999999999999995
7,B3,1.186,0.052
8,Bb3,1.268,0.169
9,Bb3,1.483,0.169
10,Bb3,1.6720000000000002,0.171
11,C4,1.862,0.0879999999999999
12,Gb3,2.04,0.112
13,Ab3,2.197,0.115
14,Bb3,2.366,0.234
15,D4,3.286,0.082
16,C4,3.378,0.15
17,C4,3.54,0.059
18,D4,3.635,0.113
19,E4,3.76,0.134
20,Eb4,4.09,0.137
21,D4,4.232,0.224
22,C4,4.746,0.154
23,Db4,5.116,0.181
24,C4,5.533,0.073
25,F4,5.618,0.141
26,E4,5.771,0.085
27,Eb4,5.866,0.08400000000000034
28,E4,6.092,0.164
29,F4,6.318,0.135
30,F4,6.499,0.145
31,E4,7.478,0.234
32,E4,7.7379999999999995,0.201
33,E4,7.966,-0.016000000000000195
34,Eb4,8.09,0.137
35,E4,8.232,0.224
36,D4,8.746,0.154
37,E4,9.186,0.052
38,B3,9.268,0.169
39,Ab3,9.483,0.169
40,Gb3,9.672,0.171
41,F3,9.862,0.0879999999999999
42,E3,10.014,0.125
43,E3,10.211,0.085
44,E3,10.326,0.155
45,E3,11.286,0.082
46,D3,11.378,0.15
47,D3,11.54,0.059
48,Gb3,11.635,0.113
49,B3,11.76,0.134
