,note_name,start_time,duration
0,Db4,0.329,0.038
1,D4,0.375,0.039
2,E4,0.421,0.111
3,E4,0.536,0.126
4,E4,1.064,0.053
5,F4,1.154,0.073
6,G4,1.229,0.102
7,G4,1.583,0.36700000000000005
8,G4,2.667,0.092
9,G4,2.77,0.143
10,G4,2.922,0.027999999999999844
11,C5,3.065,0.064
12,A4,3.154,0.171
13,D5,3.337,0.31
14,B4,3.667,0.167
15,B4,3.875,0.075
16,Bb4,4.073,0.137
17,Bb4,4.389,0.26
18,A4,4.663,0.25
19,A4,5.129,0.057
20,Ab4,5.197,0.152
21,A4,5.349,0.064
22,A4,5.423,0.238
23,A4,5.71,0.24000000000000005
24,A4,6.014,0.189
25,C5,6.216,0.336
26,C5,6.5649999999999995,0.137
27,G4,6.823,0.1269999999999996
28,E4,7.12,0.07
29,Gb4,7.197,0.048
30,G4,7.255,0.051
31,E4,7.341,0.124
32,Bb3,7.543,0.203
33,G3,7.763,0.061
34,Db3,7.836,0.022
35,G3,7.871,0.047
36,D4,7.928,0.02200000000000006
37,E4,8.609,0.168
38,G4,8.824,0.081
39,E4,9.052,0.051
40,F4,9.108,0.068
41,G4,9.189,0.315
42,Gb4,9.527,0.039
43,Ab4,9.57,0.047
44,Gb4,9.629,0.053
45,G4,9.697,0.095
46,G4,9.802,0.056
47,G4,9.882,0.06800000000000032
48,Ab4,10.341,0.158
49,Ab4,10.516,0.225
50,G4,10.773,0.17700000000000032
51,A4,11.112,0.243
52,Db5,11.368,0.324
53,D5,11.841,0.1090000000000007
54,D5,12.073,0.137
55,A4,12.389,0.26
56,E4,12.663,0.25
57,E4,13.768,0.18199999999999933
58,C4,14.014,0.125
59,C4,14.211,0.085
60,G3,14.326,0.155
61,G3,15.129,0.057
62,Gb3,15.197,0.152
63,G3,15.349,0.064
64,G3,15.423,0.238
65,G3,15.71,0.23999999999999916
66,F3,16.02,0.113
67,E3,16.139,0.096
68,E3,16.266,0.202
69,E3,16.522,0.122
70,G3,16.733,0.21699999999999947
71,Ab3,17.62,0.049
72,A3,17.676,0.165
73,Bb3,17.853,0.09699999999999846
74,Gb3,18.073,0.171
75,G3,18.27,0.06
76,A3,18.353,0.159
77,Gb3,18.525,0.066
78,G3,18.607,0.173
79,C4,18.793,0.087
80,E4,19.072,0.057
81,C4,19.156,0.195
82,E4,19.374,0.091
83,D4,19.474,0.074
84,D4,19.573,0.161
85,C4,19.76,0.143
86,D4,19.936,0.014000000000000054
87,D4,20.092,0.164
88,C4,20.318,0.135
89,C4,20.499,0.145
90,Db4,21.357,0.076
91,F4,21.445,0.126
92,F4,21.616,0.07
93,F4,21.695,0.2549999999999997
94,Ab4,21.971,-0.021000000000000088
95,Ab4,22.34,0.171
96,F4,23.171,0.073
97,G4,23.263,0.13
98,Ab4,23.408,0.185
99,B4,23.656,0.091
100,F5,23.757,0.138
101,B5,23.908,0.04199999999999875
102,D6,23.996,-0.04599999999999867
