,note_name,start_time,duration,velocity,chord
17,G#5,0.06490066225165503,0.08609271523178808,112,Db7
18,F5,0.15099337748344333,0.09271523178807947,116,Db7
19,C#5,0.250331125827814,0.10596026490066225,125,Db7
20,G#5,0.3695364238410592,0.1271523178807947,119,Db7
21,F5,0.5033112582781456,0.0728476821192053,117,Db7
22,G#5,0.5761589403973506,0.052980132450331126,113,Db7
23,F5,0.629139072847682,0.11920529801324503,118,Db7
24,C#5,0.7483443708609272,0.11920529801324503,127,Db7
25,G#5,0.8807947019867548,0.0,114,Db7
26,F5,0.9867549668874167,0.07947019867549669,113,Db7
27,G#5,1.0860927152317874,0.046357615894039736,111,Db7
28,F5,1.1324503311258276,0.08609271523178808,116,Db7
29,C#5,1.2450331125827807,0.11258278145695365,126,Db7
30,G#5,1.364238410596026,0.08609271523178808,116,Db7
31,F5,1.4635761589403966,0.052980132450331126,113,Db7
32,G#5,1.5364238410596025,0.0,108,Db7
33,F5,1.6092715231788075,0.09271523178807947,114,Db7
34,C#5,1.7152317880794694,0.1271523178807947,126,Db7
35,G#5,1.862251655629139,0.10596026490066225,112,Db7
36,F5,1.9748344370860922,0.059602649006622516,113,Db7
37,G#5,2.047682119205298,0.059602649006622516,110,Db7
38,F5,2.10728476821192,0.10596026490066225,115,Db7
39,C#5,2.226490066225165,0.09933774834437085,125,Db7
40,G#5,2.34569536423841,0.09271523178807947,115,Db7
41,F5,2.458278145695364,0.0728476821192053,116,Db7
42,G#5,2.5443708609271516,0.05562913907284768,110,Db7
43,F5,2.6092715231788075,0.10331125827814569,118,Db7
44,C#5,2.7218543046357615,0.11655629139072848,124,Db7
45,G#5,2.8423841059602646,0.11655629139072848,116,Db7
46,F5,2.968211920529801,0.08344370860927153,113,Db7
47,G#5,3.0516556291390726,0.06490066225165562,111,Db7
48,F5,3.1165562913907285,0.09403973509933775,117,Db7
49,C#5,3.210596026490066,0.13642384105960265,125,Db7
50,G#5,3.356291390728477,0.10728476821192053,117,Db7
51,F5,3.467549668874172,0.06490066225165562,111,Db7
52,G#5,3.532450331125827,0.08344370860927153,109,Db7
53,F5,3.6158940397350996,0.09801324503311258,113,Db7
54,C5,3.727152317880794,0.13112582781456952,123,Db7
55,G#5,3.8582781456953636,0.10331125827814569,116,Db7
56,F5,3.974834437086093,0.07019867549668875,112,Db7
57,G#5,4.049006622516556,0.06490066225165562,108,Bb7
58,F5,4.113907284768212,0.10331125827814569,115,Bb7
59,D5,4.217218543046357,0.12185430463576159,122,Bb7
60,G#5,4.352317880794702,0.10331125827814569,116,Bb7
61,F5,4.4649006622516545,0.07019867549668875,116,Bb7
62,G#5,4.535099337748344,0.08344370860927153,112,Bb7
63,F5,4.618543046357615,0.11258278145695365,115,Bb7
64,C5,4.740397350993376,0.13112582781456952,117,Bb7
65,G#5,4.871523178807946,0.0,116,Bb7
66,F5,4.974834437086093,0.07417218543046358,111,Bb7
67,G#5,5.049006622516556,0.0,111,Bb7
68,F5,5.119205298013245,0.11258278145695365,115,Bb7
69,D5,5.241059602649006,0.12185430463576159,121,Bb7
70,G#5,5.366887417218543,0.11655629139072848,117,Bb7
71,F5,5.483443708609272,0.07417218543046358,112,Bb7
72,G#5,5.557615894039735,0.06490066225165562,108,Bb7
73,F5,5.622516556291391,0.07019867549668875,115,Bb7
74,C#5,5.696688741721854,0.10728476821192053,121,Bb7
75,G#5,5.803973509933774,0.11655629139072848,117,Bb7
